ts_start,ts_end,price
2026-01-21 01:15:00,2026-01-21 01:30:00,0.096640
2026-01-21 01:00:00,2026-01-21 01:15:00,0.107230
2026-01-21 00:45:00,2026-01-21 01:00:00,0.095510
2026-01-21 00:30:00,2026-01-21 00:45:00,0.103930
2026-01-21 00:15:00,2026-01-21 00:30:00,0.110990
2026-01-21 00:00:00,2026-01-21 00:15:00,0.112650
2026-01-20 23:45:00,2026-01-21 00:00:00,0.111000
2026-01-20 23:30:00,2026-01-20 23:45:00,0.121590
2026-01-20 23:15:00,2026-01-20 23:30:00,0.129690
2026-01-20 23:00:00,2026-01-20 23:15:00,0.135660
2026-01-20 22:45:00,2026-01-20 23:00:00,0.122080
2026-01-20 22:30:00,2026-01-20 22:45:00,0.134420
2026-01-20 22:15:00,2026-01-20 22:30:00,0.182520
2026-01-20 22:00:00,2026-01-20 22:15:00,0.198310
2026-01-20 21:45:00,2026-01-20 22:00:00,0.143290
2026-01-20 21:30:00,2026-01-20 21:45:00,0.170890
2026-01-20 21:15:00,2026-01-20 21:30:00,0.232850
2026-01-20 21:00:00,2026-01-20 21:15:00,0.252010
2026-01-20 20:45:00,2026-01-20 21:00:00,0.250020
2026-01-20 20:30:00,2026-01-20 20:45:00,0.252010
2026-01-20 20:15:00,2026-01-20 20:30:00,0.290000
2026-01-20 20:00:00,2026-01-20 20:15:00,0.315200
2026-01-20 19:45:00,2026-01-20 20:00:00,0.218450
2026-01-20 19:30:00,2026-01-20 19:45:00,0.218740
2026-01-20 19:15:00,2026-01-20 19:30:00,0.240220
2026-01-20 19:00:00,2026-01-20 19:15:00,0.226810
2026-01-20 18:45:00,2026-01-20 19:00:00,0.244450
2026-01-20 18:30:00,2026-01-20 18:45:00,0.281670
2026-01-20 18:15:00,2026-01-20 18:30:00,0.271290
2026-01-20 18:00:00,2026-01-20 18:15:00,0.270670
2026-01-20 17:45:00,2026-01-20 18:00:00,0.350830
2026-01-20 17:30:00,2026-01-20 17:45:00,0.290000
2026-01-20 17:15:00,2026-01-20 17:30:00,0.250970
2026-01-20 17:00:00,2026-01-20 17:15:00,0.250000
2026-01-20 16:45:00,2026-01-20 17:00:00,0.270000
2026-01-20 16:30:00,2026-01-20 16:45:00,0.315210
2026-01-20 16:15:00,2026-01-20 16:30:00,0.315210
2026-01-20 16:00:00,2026-01-20 16:15:00,0.315200
2026-01-20 15:45:00,2026-01-20 16:00:00,0.315210
2026-01-20 15:30:00,2026-01-20 15:45:00,0.315210
2026-01-20 15:15:00,2026-01-20 15:30:00,0.315200
2026-01-20 15:00:00,2026-01-20 15:15:00,0.315200
2026-01-20 14:45:00,2026-01-20 15:00:00,0.290000
2026-01-20 14:30:00,2026-01-20 14:45:00,0.284400
2026-01-20 14:15:00,2026-01-20 14:30:00,0.284390
2026-01-20 14:00:00,2026-01-20 14:15:00,0.284390
2026-01-20 13:45:00,2026-01-20 14:00:00,0.300020
2026-01-20 13:30:00,2026-01-20 13:45:00,0.300000
2026-01-20 13:15:00,2026-01-20 13:30:00,0.289990
2026-01-20 13:00:00,2026-01-20 13:15:00,0.284390
2026-01-20 12:45:00,2026-01-20 13:00:00,0.315200
2026-01-20 12:30:00,2026-01-20 12:45:00,0.300080
2026-01-20 12:15:00,2026-01-20 12:30:00,0.300050
2026-01-20 12:00:00,2026-01-20 12:15:00,0.300070
2026-01-20 11:45:00,2026-01-20 12:00:00,0.315210
2026-01-20 11:30:00,2026-01-20 11:45:00,0.337000
2026-01-20 11:15:00,2026-01-20 11:30:00,0.325000
2026-01-20 11:00:00,2026-01-20 11:15:00,0.325020
2026-01-20 10:45:00,2026-01-20 11:00:00,0.252000
2026-01-20 10:30:00,2026-01-20 10:45:00,0.252000
2026-01-20 10:15:00,2026-01-20 10:30:00,0.250080
2026-01-20 10:00:00,2026-01-20 10:15:00,0.252500
2026-01-20 09:45:00,2026-01-20 10:00:00,0.207940
2026-01-20 09:30:00,2026-01-20 09:45:00,0.239500
2026-01-20 09:15:00,2026-01-20 09:30:00,0.297510
2026-01-20 09:00:00,2026-01-20 09:15:00,0.320190
2026-01-20 08:45:00,2026-01-20 09:00:00,0.293210
2026-01-20 08:30:00,2026-01-20 08:45:00,0.265420
2026-01-20 08:15:00,2026-01-20 08:30:00,0.221890
2026-01-20 08:00:00,2026-01-20 08:15:00,0.170760
2026-01-20 07:45:00,2026-01-20 08:00:00,0.305460
2026-01-20 07:30:00,2026-01-20 07:45:00,0.188960
2026-01-20 07:15:00,2026-01-20 07:30:00,0.157020
2026-01-20 07:00:00,2026-01-20 07:15:00,0.125140
2026-01-20 06:45:00,2026-01-20 07:00:00,0.139620
2026-01-20 06:30:00,2026-01-20 06:45:00,0.129300
2026-01-20 06:15:00,2026-01-20 06:30:00,0.111350
2026-01-20 06:00:00,2026-01-20 06:15:00,0.118100
2026-01-20 05:45:00,2026-01-20 06:00:00,0.119030
2026-01-20 05:30:00,2026-01-20 05:45:00,0.116340
2026-01-20 05:15:00,2026-01-20 05:30:00,0.112190
2026-01-20 05:00:00,2026-01-20 05:15:00,0.108400
2026-01-20 04:45:00,2026-01-20 05:00:00,0.112030
2026-01-20 04:30:00,2026-01-20 04:45:00,0.112040
2026-01-20 04:15:00,2026-01-20 04:30:00,0.109820
2026-01-20 04:00:00,2026-01-20 04:15:00,0.109820
2026-01-20 03:45:00,2026-01-20 04:00:00,0.111800
2026-01-20 03:30:00,2026-01-20 03:45:00,0.112030
2026-01-20 03:15:00,2026-01-20 03:30:00,0.113320
2026-01-20 03:00:00,2026-01-20 03:15:00,0.111690
2026-01-20 02:45:00,2026-01-20 03:00:00,0.111000
2026-01-20 02:30:00,2026-01-20 02:45:00,0.111360
2026-01-20 02:15:00,2026-01-20 02:30:00,0.111430
2026-01-20 02:00:00,2026-01-20 02:15:00,0.115330
2026-01-20 01:45:00,2026-01-20 02:00:00,0.109710
2026-01-20 01:30:00,2026-01-20 01:45:00,0.111230
2026-01-20 01:15:00,2026-01-20 01:30:00,0.113460
2026-01-20 01:00:00,2026-01-20 01:15:00,0.111000
2026-01-20 00:45:00,2026-01-20 01:00:00,0.101060
2026-01-20 00:30:00,2026-01-20 00:45:00,0.104570
2026-01-20 00:15:00,2026-01-20 00:30:00,0.111290
2026-01-20 00:00:00,2026-01-20 00:15:00,0.119150
2026-01-19 23:45:00,2026-01-20 00:00:00,0.116610
2026-01-19 23:30:00,2026-01-19 23:45:00,0.122790
2026-01-19 23:15:00,2026-01-19 23:30:00,0.124150
2026-01-19 23:00:00,2026-01-19 23:15:00,0.128210
2026-01-19 22:45:00,2026-01-19 23:00:00,0.122880
2026-01-19 22:30:00,2026-01-19 22:45:00,0.130320
2026-01-19 22:15:00,2026-01-19 22:30:00,0.141290
2026-01-19 22:00:00,2026-01-19 22:15:00,0.146500
2026-01-19 21:45:00,2026-01-19 22:00:00,0.144620
2026-01-19 21:30:00,2026-01-19 21:45:00,0.161150
2026-01-19 21:15:00,2026-01-19 21:30:00,0.203370
2026-01-19 21:00:00,2026-01-19 21:15:00,0.191200
2026-01-19 20:45:00,2026-01-19 21:00:00,0.173000
2026-01-19 20:30:00,2026-01-19 20:45:00,0.187390
2026-01-19 20:15:00,2026-01-19 20:30:00,0.236590
2026-01-19 20:00:00,2026-01-19 20:15:00,0.211110
2026-01-19 19:45:00,2026-01-19 20:00:00,0.217880
2026-01-19 19:30:00,2026-01-19 19:45:00,0.199540
2026-01-19 19:15:00,2026-01-19 19:30:00,0.211690
2026-01-19 19:00:00,2026-01-19 19:15:00,0.239220
2026-01-19 18:45:00,2026-01-19 19:00:00,0.229930
2026-01-19 18:30:00,2026-01-19 18:45:00,0.219540
2026-01-19 18:15:00,2026-01-19 18:30:00,0.229090
2026-01-19 18:00:00,2026-01-19 18:15:00,0.211280
2026-01-19 17:45:00,2026-01-19 18:00:00,0.261170
2026-01-19 17:30:00,2026-01-19 17:45:00,0.215570
2026-01-19 17:15:00,2026-01-19 17:30:00,0.194820
2026-01-19 17:00:00,2026-01-19 17:15:00,0.190840
2026-01-19 16:45:00,2026-01-19 17:00:00,0.211250
2026-01-19 16:30:00,2026-01-19 16:45:00,0.208990
2026-01-19 16:15:00,2026-01-19 16:30:00,0.245000
2026-01-19 16:00:00,2026-01-19 16:15:00,0.245000
2026-01-19 15:45:00,2026-01-19 16:00:00,0.299900
2026-01-19 15:30:00,2026-01-19 15:45:00,0.299900
2026-01-19 15:15:00,2026-01-19 15:30:00,0.299910
2026-01-19 15:00:00,2026-01-19 15:15:00,0.299910
2026-01-19 14:45:00,2026-01-19 15:00:00,0.299900
2026-01-19 14:30:00,2026-01-19 14:45:00,0.299900
2026-01-19 14:15:00,2026-01-19 14:30:00,0.290890
2026-01-19 14:00:00,2026-01-19 14:15:00,0.290000
2026-01-19 13:45:00,2026-01-19 14:00:00,0.299900
2026-01-19 13:30:00,2026-01-19 13:45:00,0.290000
2026-01-19 13:15:00,2026-01-19 13:30:00,0.255690
2026-01-19 13:00:00,2026-01-19 13:15:00,0.248990
2026-01-19 12:45:00,2026-01-19 13:00:00,0.249000
2026-01-19 12:30:00,2026-01-19 12:45:00,0.216360
2026-01-19 12:15:00,2026-01-19 12:30:00,0.179300
2026-01-19 12:00:00,2026-01-19 12:15:00,0.163480
2026-01-19 11:45:00,2026-01-19 12:00:00,0.217700
2026-01-19 11:30:00,2026-01-19 11:45:00,0.202900
2026-01-19 11:15:00,2026-01-19 11:30:00,0.179300
2026-01-19 11:00:00,2026-01-19 11:15:00,0.179300
2026-01-19 10:45:00,2026-01-19 11:00:00,0.134670
2026-01-19 10:30:00,2026-01-19 10:45:00,0.151850
2026-01-19 10:15:00,2026-01-19 10:30:00,0.171030
2026-01-19 10:00:00,2026-01-19 10:15:00,0.190200
2026-01-19 09:45:00,2026-01-19 10:00:00,0.165000
2026-01-19 09:30:00,2026-01-19 09:45:00,0.177110
2026-01-19 09:15:00,2026-01-19 09:30:00,0.184480
2026-01-19 09:00:00,2026-01-19 09:15:00,0.177330
2026-01-19 08:45:00,2026-01-19 09:00:00,0.172790
2026-01-19 08:30:00,2026-01-19 08:45:00,0.171760
2026-01-19 08:15:00,2026-01-19 08:30:00,0.157420
2026-01-19 08:00:00,2026-01-19 08:15:00,0.142290
2026-01-19 07:45:00,2026-01-19 08:00:00,0.150680
2026-01-19 07:30:00,2026-01-19 07:45:00,0.136750
2026-01-19 07:15:00,2026-01-19 07:30:00,0.129960
2026-01-19 07:00:00,2026-01-19 07:15:00,0.104670
2026-01-19 06:45:00,2026-01-19 07:00:00,0.100990
2026-01-19 06:30:00,2026-01-19 06:45:00,0.094530
2026-01-19 06:15:00,2026-01-19 06:30:00,0.091120
2026-01-19 06:00:00,2026-01-19 06:15:00,0.088260
2026-01-19 05:45:00,2026-01-19 06:00:00,0.090520
2026-01-19 05:30:00,2026-01-19 05:45:00,0.090580
2026-01-19 05:15:00,2026-01-19 05:30:00,0.090400
2026-01-19 05:00:00,2026-01-19 05:15:00,0.089090
2026-01-19 04:45:00,2026-01-19 05:00:00,0.090380
2026-01-19 04:30:00,2026-01-19 04:45:00,0.089660
2026-01-19 04:15:00,2026-01-19 04:30:00,0.089610
2026-01-19 04:00:00,2026-01-19 04:15:00,0.089440
2026-01-19 03:45:00,2026-01-19 04:00:00,0.089540
2026-01-19 03:30:00,2026-01-19 03:45:00,0.089620
2026-01-19 03:15:00,2026-01-19 03:30:00,0.090150
2026-01-19 03:00:00,2026-01-19 03:15:00,0.091150
2026-01-19 02:45:00,2026-01-19 03:00:00,0.089340
2026-01-19 02:30:00,2026-01-19 02:45:00,0.090560
2026-01-19 02:15:00,2026-01-19 02:30:00,0.090800
2026-01-19 02:00:00,2026-01-19 02:15:00,0.090190
2026-01-19 01:45:00,2026-01-19 02:00:00,0.089280
2026-01-19 01:30:00,2026-01-19 01:45:00,0.091310
2026-01-19 01:15:00,2026-01-19 01:30:00,0.089750
2026-01-19 01:00:00,2026-01-19 01:15:00,0.075090
2026-01-19 00:45:00,2026-01-19 01:00:00,0.096810
2026-01-19 00:30:00,2026-01-19 00:45:00,0.097230
2026-01-19 00:15:00,2026-01-19 00:30:00,0.099390
2026-01-19 00:00:00,2026-01-19 00:15:00,0.099580
2026-01-18 23:45:00,2026-01-19 00:00:00,0.097920
2026-01-18 23:30:00,2026-01-18 23:45:00,0.099150
2026-01-18 23:15:00,2026-01-18 23:30:00,0.099760
2026-01-18 23:00:00,2026-01-18 23:15:00,0.101640
2026-01-18 22:45:00,2026-01-18 23:00:00,0.099000
2026-01-18 22:30:00,2026-01-18 22:45:00,0.099930
2026-01-18 22:15:00,2026-01-18 22:30:00,0.104740
2026-01-18 22:00:00,2026-01-18 22:15:00,0.110930
2026-01-18 21:45:00,2026-01-18 22:00:00,0.108670
2026-01-18 21:30:00,2026-01-18 21:45:00,0.124950
2026-01-18 21:15:00,2026-01-18 21:30:00,0.125390
2026-01-18 21:00:00,2026-01-18 21:15:00,0.126480
2026-01-18 20:45:00,2026-01-18 21:00:00,0.125320
2026-01-18 20:30:00,2026-01-18 20:45:00,0.135780
2026-01-18 20:15:00,2026-01-18 20:30:00,0.141150
2026-01-18 20:00:00,2026-01-18 20:15:00,0.143920
2026-01-18 19:45:00,2026-01-18 20:00:00,0.139880
2026-01-18 19:30:00,2026-01-18 19:45:00,0.145790
2026-01-18 19:15:00,2026-01-18 19:30:00,0.141480
2026-01-18 19:00:00,2026-01-18 19:15:00,0.137570
2026-01-18 18:45:00,2026-01-18 19:00:00,0.139300
2026-01-18 18:30:00,2026-01-18 18:45:00,0.132570
2026-01-18 18:15:00,2026-01-18 18:30:00,0.129960
2026-01-18 18:00:00,2026-01-18 18:15:00,0.114020
2026-01-18 17:45:00,2026-01-18 18:00:00,0.175010
2026-01-18 17:30:00,2026-01-18 17:45:00,0.123710
2026-01-18 17:15:00,2026-01-18 17:30:00,0.136300
2026-01-18 17:00:00,2026-01-18 17:15:00,0.159790
2026-01-18 16:45:00,2026-01-18 17:00:00,0.136300
2026-01-18 16:30:00,2026-01-18 16:45:00,0.136300
2026-01-18 16:15:00,2026-01-18 16:30:00,0.136290
2026-01-18 16:00:00,2026-01-18 16:15:00,0.199900
2026-01-18 15:45:00,2026-01-18 16:00:00,0.110390
2026-01-18 15:30:00,2026-01-18 15:45:00,0.179290
2026-01-18 15:15:00,2026-01-18 15:30:00,0.179290
2026-01-18 15:00:00,2026-01-18 15:15:00,0.179290
2026-01-18 14:45:00,2026-01-18 15:00:00,0.139920
2026-01-18 14:30:00,2026-01-18 14:45:00,0.136290
2026-01-18 14:15:00,2026-01-18 14:30:00,0.134940
2026-01-18 14:00:00,2026-01-18 14:15:00,0.118990
2026-01-18 13:45:00,2026-01-18 14:00:00,0.179290
2026-01-18 13:30:00,2026-01-18 13:45:00,0.136300
2026-01-18 13:15:00,2026-01-18 13:30:00,0.115480
2026-01-18 13:00:00,2026-01-18 13:15:00,0.098000
2026-01-18 12:45:00,2026-01-18 13:00:00,0.098290
2026-01-18 12:30:00,2026-01-18 12:45:00,0.098720
2026-01-18 12:15:00,2026-01-18 12:30:00,0.100770
2026-01-18 12:00:00,2026-01-18 12:15:00,0.100530
2026-01-18 11:45:00,2026-01-18 12:00:00,0.098100
2026-01-18 11:30:00,2026-01-18 11:45:00,0.101030
2026-01-18 11:15:00,2026-01-18 11:30:00,0.103200
2026-01-18 11:00:00,2026-01-18 11:15:00,0.105310
2026-01-18 10:45:00,2026-01-18 11:00:00,0.099680
2026-01-18 10:30:00,2026-01-18 10:45:00,0.102760
2026-01-18 10:15:00,2026-01-18 10:30:00,0.102900
2026-01-18 10:00:00,2026-01-18 10:15:00,0.100070
2026-01-18 09:45:00,2026-01-18 10:00:00,0.100790
2026-01-18 09:30:00,2026-01-18 09:45:00,0.101950
2026-01-18 09:15:00,2026-01-18 09:30:00,0.103320
2026-01-18 09:00:00,2026-01-18 09:15:00,0.101650
2026-01-18 08:45:00,2026-01-18 09:00:00,0.094450
2026-01-18 08:30:00,2026-01-18 08:45:00,0.091790
2026-01-18 08:15:00,2026-01-18 08:30:00,0.092210
2026-01-18 08:00:00,2026-01-18 08:15:00,0.097590
2026-01-18 07:45:00,2026-01-18 08:00:00,0.090420
2026-01-18 07:30:00,2026-01-18 07:45:00,0.085920
2026-01-18 07:15:00,2026-01-18 07:30:00,0.071450
2026-01-18 07:00:00,2026-01-18 07:15:00,0.066450
2026-01-18 06:45:00,2026-01-18 07:00:00,0.088410
2026-01-18 06:30:00,2026-01-18 06:45:00,0.087830
2026-01-18 06:15:00,2026-01-18 06:30:00,0.083180
2026-01-18 06:00:00,2026-01-18 06:15:00,0.068300
2026-01-18 05:45:00,2026-01-18 06:00:00,0.089300
2026-01-18 05:30:00,2026-01-18 05:45:00,0.081060
2026-01-18 05:15:00,2026-01-18 05:30:00,0.088880
2026-01-18 05:00:00,2026-01-18 05:15:00,0.087460
2026-01-18 04:45:00,2026-01-18 05:00:00,0.098200
2026-01-18 04:30:00,2026-01-18 04:45:00,0.095620
2026-01-18 04:15:00,2026-01-18 04:30:00,0.095500
2026-01-18 04:00:00,2026-01-18 04:15:00,0.103060
2026-01-18 03:45:00,2026-01-18 04:00:00,0.080010
2026-01-18 03:30:00,2026-01-18 03:45:00,0.088870
2026-01-18 03:15:00,2026-01-18 03:30:00,0.088000
2026-01-18 03:00:00,2026-01-18 03:15:00,0.080000
2026-01-18 02:45:00,2026-01-18 03:00:00,0.094350
2026-01-18 02:30:00,2026-01-18 02:45:00,0.094540
2026-01-18 02:15:00,2026-01-18 02:30:00,0.095130
2026-01-18 02:00:00,2026-01-18 02:15:00,0.097590
2026-01-18 01:45:00,2026-01-18 02:00:00,0.096400
2026-01-18 01:30:00,2026-01-18 01:45:00,0.101760
2026-01-18 01:15:00,2026-01-18 01:30:00,0.101950
2026-01-18 01:00:00,2026-01-18 01:15:00,0.079400
2026-01-18 00:45:00,2026-01-18 01:00:00,0.096630
2026-01-18 00:30:00,2026-01-18 00:45:00,0.102290
2026-01-18 00:15:00,2026-01-18 00:30:00,0.107930
2026-01-18 00:00:00,2026-01-18 00:15:00,0.109290
2026-01-17 23:45:00,2026-01-18 00:00:00,0.110860
2026-01-17 23:30:00,2026-01-17 23:45:00,0.108210
2026-01-17 23:15:00,2026-01-17 23:30:00,0.105010
2026-01-17 23:00:00,2026-01-17 23:15:00,0.107840
2026-01-17 22:45:00,2026-01-17 23:00:00,0.096530
2026-01-17 22:30:00,2026-01-17 22:45:00,0.101630
2026-01-17 22:15:00,2026-01-17 22:30:00,0.110600
2026-01-17 22:00:00,2026-01-17 22:15:00,0.115880
2026-01-17 21:45:00,2026-01-17 22:00:00,0.106480
2026-01-17 21:30:00,2026-01-17 21:45:00,0.116320
2026-01-17 21:15:00,2026-01-17 21:30:00,0.118230
2026-01-17 21:00:00,2026-01-17 21:15:00,0.134310
2026-01-17 20:45:00,2026-01-17 21:00:00,0.131160
2026-01-17 20:30:00,2026-01-17 20:45:00,0.139990
2026-01-17 20:15:00,2026-01-17 20:30:00,0.140890
2026-01-17 20:00:00,2026-01-17 20:15:00,0.141590
2026-01-17 19:45:00,2026-01-17 20:00:00,0.144800
2026-01-17 19:30:00,2026-01-17 19:45:00,0.145610
2026-01-17 19:15:00,2026-01-17 19:30:00,0.140490
2026-01-17 19:00:00,2026-01-17 19:15:00,0.142270
2026-01-17 18:45:00,2026-01-17 19:00:00,0.145500
2026-01-17 18:30:00,2026-01-17 18:45:00,0.141640
2026-01-17 18:15:00,2026-01-17 18:30:00,0.140300
2026-01-17 18:00:00,2026-01-17 18:15:00,0.137690
2026-01-17 17:45:00,2026-01-17 18:00:00,0.141220
2026-01-17 17:30:00,2026-01-17 17:45:00,0.140560
2026-01-17 17:15:00,2026-01-17 17:30:00,0.139760
2026-01-17 17:00:00,2026-01-17 17:15:00,0.128710
2026-01-17 16:45:00,2026-01-17 17:00:00,0.128820
2026-01-17 16:30:00,2026-01-17 16:45:00,0.126840
2026-01-17 16:15:00,2026-01-17 16:30:00,0.120890
2026-01-17 16:00:00,2026-01-17 16:15:00,0.115450
2026-01-17 15:45:00,2026-01-17 16:00:00,0.120100
2026-01-17 15:30:00,2026-01-17 15:45:00,0.116400
2026-01-17 15:15:00,2026-01-17 15:30:00,0.111030
2026-01-17 15:00:00,2026-01-17 15:15:00,0.108890
2026-01-17 14:45:00,2026-01-17 15:00:00,0.109030
2026-01-17 14:30:00,2026-01-17 14:45:00,0.108880
2026-01-17 14:15:00,2026-01-17 14:30:00,0.109820
2026-01-17 14:00:00,2026-01-17 14:15:00,0.111270
2026-01-17 13:45:00,2026-01-17 14:00:00,0.112130
2026-01-17 13:30:00,2026-01-17 13:45:00,0.114420
2026-01-17 13:15:00,2026-01-17 13:30:00,0.112340
2026-01-17 13:00:00,2026-01-17 13:15:00,0.114370
2026-01-17 12:45:00,2026-01-17 13:00:00,0.111180
2026-01-17 12:30:00,2026-01-17 12:45:00,0.113000
2026-01-17 12:15:00,2026-01-17 12:30:00,0.113530
2026-01-17 12:00:00,2026-01-17 12:15:00,0.114320
2026-01-17 11:45:00,2026-01-17 12:00:00,0.110460
2026-01-17 11:30:00,2026-01-17 11:45:00,0.113070
2026-01-17 11:15:00,2026-01-17 11:30:00,0.117540
2026-01-17 11:00:00,2026-01-17 11:15:00,0.123410
2026-01-17 10:45:00,2026-01-17 11:00:00,0.111620
2026-01-17 10:30:00,2026-01-17 10:45:00,0.114980
2026-01-17 10:15:00,2026-01-17 10:30:00,0.119090
2026-01-17 10:00:00,2026-01-17 10:15:00,0.116860
2026-01-17 09:45:00,2026-01-17 10:00:00,0.110360
2026-01-17 09:30:00,2026-01-17 09:45:00,0.109130
2026-01-17 09:15:00,2026-01-17 09:30:00,0.105580
2026-01-17 09:00:00,2026-01-17 09:15:00,0.093710
2026-01-17 08:45:00,2026-01-17 09:00:00,0.099420
2026-01-17 08:30:00,2026-01-17 08:45:00,0.094090
2026-01-17 08:15:00,2026-01-17 08:30:00,0.092200
2026-01-17 08:00:00,2026-01-17 08:15:00,0.087630
2026-01-17 07:45:00,2026-01-17 08:00:00,0.094860
2026-01-17 07:30:00,2026-01-17 07:45:00,0.094340
2026-01-17 07:15:00,2026-01-17 07:30:00,0.089810
2026-01-17 07:00:00,2026-01-17 07:15:00,0.091680
2026-01-17 06:45:00,2026-01-17 07:00:00,0.093260
2026-01-17 06:30:00,2026-01-17 06:45:00,0.093770
2026-01-17 06:15:00,2026-01-17 06:30:00,0.092140
2026-01-17 06:00:00,2026-01-17 06:15:00,0.093130
2026-01-17 05:45:00,2026-01-17 06:00:00,0.094100
2026-01-17 05:30:00,2026-01-17 05:45:00,0.093760
2026-01-17 05:15:00,2026-01-17 05:30:00,0.093140
2026-01-17 05:00:00,2026-01-17 05:15:00,0.093550
2026-01-17 04:45:00,2026-01-17 05:00:00,0.074660
2026-01-17 04:30:00,2026-01-17 04:45:00,0.057990
2026-01-17 04:15:00,2026-01-17 04:30:00,0.054810
2026-01-17 04:00:00,2026-01-17 04:15:00,0.068880
2026-01-17 03:45:00,2026-01-17 04:00:00,0.040000
2026-01-17 03:30:00,2026-01-17 03:45:00,0.040190
2026-01-17 03:15:00,2026-01-17 03:30:00,0.048450
2026-01-17 03:00:00,2026-01-17 03:15:00,0.044970
2026-01-17 02:45:00,2026-01-17 03:00:00,0.047370
2026-01-17 02:30:00,2026-01-17 02:45:00,0.060860
2026-01-17 02:15:00,2026-01-17 02:30:00,0.070010
2026-01-17 02:00:00,2026-01-17 02:15:00,0.088870
2026-01-17 01:45:00,2026-01-17 02:00:00,0.091450
2026-01-17 01:30:00,2026-01-17 01:45:00,0.095810
2026-01-17 01:15:00,2026-01-17 01:30:00,0.107490
2026-01-17 01:00:00,2026-01-17 01:15:00,0.112950
2026-01-17 00:45:00,2026-01-17 01:00:00,0.084540
2026-01-17 00:30:00,2026-01-17 00:45:00,0.083050
2026-01-17 00:15:00,2026-01-17 00:30:00,0.084880
2026-01-17 00:00:00,2026-01-17 00:15:00,0.084060
2026-01-16 23:45:00,2026-01-17 00:00:00,0.092410
2026-01-16 23:30:00,2026-01-16 23:45:00,0.092730
2026-01-16 23:15:00,2026-01-16 23:30:00,0.092340
2026-01-16 23:00:00,2026-01-16 23:15:00,0.089530
2026-01-16 22:45:00,2026-01-16 23:00:00,0.088850
2026-01-16 22:30:00,2026-01-16 22:45:00,0.088560
2026-01-16 22:15:00,2026-01-16 22:30:00,0.088110
2026-01-16 22:00:00,2026-01-16 22:15:00,0.092500
2026-01-16 21:45:00,2026-01-16 22:00:00,0.094020
2026-01-16 21:30:00,2026-01-16 21:45:00,0.094110
2026-01-16 21:15:00,2026-01-16 21:30:00,0.094280
2026-01-16 21:00:00,2026-01-16 21:15:00,0.094550
2026-01-16 20:45:00,2026-01-16 21:00:00,0.092270
2026-01-16 20:30:00,2026-01-16 20:45:00,0.094530
2026-01-16 20:15:00,2026-01-16 20:30:00,0.094680
2026-01-16 20:00:00,2026-01-16 20:15:00,0.099930
2026-01-16 19:45:00,2026-01-16 20:00:00,0.154530
2026-01-16 19:30:00,2026-01-16 19:45:00,0.166650
2026-01-16 19:15:00,2026-01-16 19:30:00,0.165650
2026-01-16 19:00:00,2026-01-16 19:15:00,0.173210
2026-01-16 18:45:00,2026-01-16 19:00:00,0.107190
2026-01-16 18:30:00,2026-01-16 18:45:00,0.117250
2026-01-16 18:15:00,2026-01-16 18:30:00,0.180190
2026-01-16 18:00:00,2026-01-16 18:15:00,0.167980
2026-01-16 17:45:00,2026-01-16 18:00:00,0.210600
2026-01-16 17:30:00,2026-01-16 17:45:00,0.169850
2026-01-16 17:15:00,2026-01-16 17:30:00,0.163160
2026-01-16 17:00:00,2026-01-16 17:15:00,0.144930
2026-01-16 16:45:00,2026-01-16 17:00:00,0.168530
2026-01-16 16:30:00,2026-01-16 16:45:00,0.158550
2026-01-16 16:15:00,2026-01-16 16:30:00,0.148600
2026-01-16 16:00:00,2026-01-16 16:15:00,0.137530
2026-01-16 15:45:00,2026-01-16 16:00:00,0.147610
2026-01-16 15:30:00,2026-01-16 15:45:00,0.135040
2026-01-16 15:15:00,2026-01-16 15:30:00,0.129700
2026-01-16 15:00:00,2026-01-16 15:15:00,0.125680
2026-01-16 14:45:00,2026-01-16 15:00:00,0.127120
2026-01-16 14:30:00,2026-01-16 14:45:00,0.127530
2026-01-16 14:15:00,2026-01-16 14:30:00,0.144970
2026-01-16 14:00:00,2026-01-16 14:15:00,0.159410
2026-01-16 13:45:00,2026-01-16 14:00:00,0.180190
2026-01-16 13:30:00,2026-01-16 13:45:00,0.180190
2026-01-16 13:15:00,2026-01-16 13:30:00,0.180190
2026-01-16 13:00:00,2026-01-16 13:15:00,0.174830
2026-01-16 12:45:00,2026-01-16 13:00:00,0.180190
2026-01-16 12:30:00,2026-01-16 12:45:00,0.180190
2026-01-16 12:15:00,2026-01-16 12:30:00,0.158370
2026-01-16 12:00:00,2026-01-16 12:15:00,0.161820
2026-01-16 11:45:00,2026-01-16 12:00:00,0.180190
2026-01-16 11:30:00,2026-01-16 11:45:00,0.180190
2026-01-16 11:15:00,2026-01-16 11:30:00,0.180190
2026-01-16 11:00:00,2026-01-16 11:15:00,0.180190
2026-01-16 10:45:00,2026-01-16 11:00:00,0.180200
2026-01-16 10:30:00,2026-01-16 10:45:00,0.180200
2026-01-16 10:15:00,2026-01-16 10:30:00,0.180200
2026-01-16 10:00:00,2026-01-16 10:15:00,0.180200
2026-01-16 09:45:00,2026-01-16 10:00:00,0.211390
2026-01-16 09:30:00,2026-01-16 09:45:00,0.211390
2026-01-16 09:15:00,2026-01-16 09:30:00,0.209700
2026-01-16 09:00:00,2026-01-16 09:15:00,0.196800
2026-01-16 08:45:00,2026-01-16 09:00:00,0.206180
